sample_time,run_name,release_idx,obs_value,is_high,is_low
2022-01-19 06:00:00,flxout_d01_20220119_050000.nc,0,0.5908810344827585,False,False
2022-01-19 07:00:00,flxout_d01_20220119_050000.nc,1,0.8634254237288136,False,False
2022-01-19 08:00:00,flxout_d01_20220119_050000.nc,2,1.372150847457627,True,False
2022-01-19 09:00:00,flxout_d01_20220119_050000.nc,3,1.428427118644068,True,False
2022-01-19 10:00:00,flxout_d01_20220119_050000.nc,4,1.290935593220339,True,False
2022-01-19 11:00:00,flxout_d01_20220119_050000.nc,5,2.078579661016949,True,False
2022-01-19 12:00:00,flxout_d01_20220119_050000.nc,6,1.13394406779661,True,False
2022-01-19 13:00:00,flxout_d01_20220119_050000.nc,7,1.216633898305085,True,False
2022-01-19 14:00:00,flxout_d01_20220119_050000.nc,8,0.6798203389830508,False,False
2022-01-19 15:00:00,flxout_d01_20220119_050000.nc,9,0.7792881355932204,False,False
2022-01-19 16:00:00,flxout_d01_20220119_050000.nc,10,0.6014101694915254,False,False
2022-01-19 17:00:00,flxout_d01_20220119_050000.nc,11,0.8237677966101695,False,False
2022-01-19 18:00:00,flxout_d01_20220119_050000.nc,12,0.4965745762711864,False,False
2022-01-19 19:00:00,flxout_d01_20220119_050000.nc,13,0.527971186440678,False,False
2022-01-19 20:00:00,flxout_d01_20220119_050000.nc,14,0.4348694915254237,False,False
2022-01-19 21:00:00,flxout_d01_20220119_050000.nc,15,0.481793220338983,False,False
2022-01-19 22:00:00,flxout_d01_20220119_050000.nc,16,0.4386084745762712,False,False
2022-01-19 23:00:00,flxout_d01_20220119_050000.nc,17,0.475006779661017,False,False
2022-01-20 00:00:00,flxout_d01_20220119_050000.nc,18,0.4529620689655172,False,False
2022-01-20 01:00:00,flxout_d01_20220119_050000.nc,19,0.3588689655172413,False,False
2022-01-20 02:00:00,flxout_d01_20220119_050000.nc,20,0.275093220338983,False,False
2022-01-20 03:00:00,flxout_d01_20220119_050000.nc,21,0.3059949152542373,False,False
2022-01-20 04:00:00,flxout_d01_20220119_050000.nc,22,0.4006135593220339,False,False
2022-01-20 05:00:00,flxout_d01_20220119_050000.nc,23,0.3195101694915254,False,False
2022-01-20 06:00:00,flxout_d01_20220120_050000.nc,0,0.601622033898305,False,False
2022-01-20 07:00:00,flxout_d01_20220120_050000.nc,1,0.6672440677966103,False,False
2022-01-20 08:00:00,flxout_d01_20220120_050000.nc,2,1.098850847457627,True,False
2022-01-20 09:00:00,flxout_d01_20220120_050000.nc,3,0.8227593220338983,False,False
2022-01-20 10:00:00,flxout_d01_20220120_050000.nc,4,0.6883661016949152,False,False
2022-01-20 11:00:00,flxout_d01_20220120_050000.nc,5,0.603106779661017,False,False
2022-01-20 12:00:00,flxout_d01_20220120_050000.nc,6,1.035406779661017,True,False
2022-01-20 13:00:00,flxout_d01_20220120_050000.nc,7,1.485679661016949,True,False
2022-01-20 14:00:00,flxout_d01_20220120_050000.nc,8,1.345530508474576,True,False
2022-01-20 15:00:00,flxout_d01_20220120_050000.nc,9,0.6429305084745763,False,False
2022-01-20 16:00:00,flxout_d01_20220120_050000.nc,10,0.8364672413793103,False,False
2022-01-20 17:00:00,flxout_d01_20220120_050000.nc,11,1.154212068965517,True,False
2022-01-20 18:00:00,flxout_d01_20220120_050000.nc,12,0.885771186440678,False,False
2022-01-20 19:00:00,flxout_d01_20220120_050000.nc,13,0.8884016949152542,False,False
2022-01-20 20:00:00,flxout_d01_20220120_050000.nc,14,0.8561898305084745,False,False
2022-01-20 21:00:00,flxout_d01_20220120_050000.nc,15,0.8619152542372882,False,False
2022-01-20 22:00:00,flxout_d01_20220120_050000.nc,16,0.6934423728813559,False,False
2022-01-20 23:00:00,flxout_d01_20220120_050000.nc,17,0.5772711864406779,False,False
2022-01-21 00:00:00,flxout_d01_20220120_050000.nc,18,0.597928813559322,False,False
2022-01-21 01:00:00,flxout_d01_20220120_050000.nc,19,0.4551389830508475,False,False
2022-01-21 02:00:00,flxout_d01_20220120_050000.nc,20,0.426557627118644,False,False
2022-01-21 03:00:00,flxout_d01_20220120_050000.nc,21,0.4485033898305085,False,False
2022-01-21 04:00:00,flxout_d01_20220120_050000.nc,22,0.5381779661016949,False,False
2022-01-21 05:00:00,flxout_d01_20220120_050000.nc,23,0.5833779661016949,False,False
2022-01-21 06:00:00,flxout_d01_20220121_050000.nc,0,0.7556745762711865,False,False
2022-01-21 07:00:00,flxout_d01_20220121_050000.nc,1,0.8762830508474576,False,False
2022-01-21 08:00:00,flxout_d01_20220121_050000.nc,2,1.031223728813559,True,False
2022-01-21 09:00:00,flxout_d01_20220121_050000.nc,3,0.9173542372881356,False,False
2022-01-21 10:00:00,flxout_d01_20220121_050000.nc,4,0.8370000000000001,False,False
2022-01-21 11:00:00,flxout_d01_20220121_050000.nc,5,0.4282779661016949,False,False
2022-01-21 12:00:00,flxout_d01_20220121_050000.nc,6,0.6693728813559322,False,False
2022-01-21 13:00:00,flxout_d01_20220121_050000.nc,7,0.7203033898305085,False,False
2022-01-21 14:00:00,flxout_d01_20220121_050000.nc,8,0.8655593220338983,False,False
2022-01-21 15:00:00,flxout_d01_20220121_050000.nc,9,0.7853271186440678,False,False
2022-01-21 16:00:00,flxout_d01_20220121_050000.nc,10,1.756679310344827,True,False
2022-01-21 17:00:00,flxout_d01_20220121_050000.nc,11,1.561639655172414,True,False
2022-01-21 18:00:00,flxout_d01_20220121_050000.nc,12,1.341769491525424,True,False
2022-01-21 19:00:00,flxout_d01_20220121_050000.nc,13,1.628537288135593,True,False
2022-01-21 20:00:00,flxout_d01_20220121_050000.nc,14,1.36363220338983,True,False
2022-01-21 21:00:00,flxout_d01_20220121_050000.nc,15,0.9887389830508474,True,False
2022-01-21 22:00:00,flxout_d01_20220121_050000.nc,16,0.8459322033898304,False,False
2022-01-21 23:00:00,flxout_d01_20220121_050000.nc,17,0.9170457627118644,False,False
2022-01-22 00:00:00,flxout_d01_20220121_050000.nc,18,1.012042372881356,True,False
2022-01-22 01:00:00,flxout_d01_20220121_050000.nc,19,0.9970135593220338,True,False
2022-01-22 02:00:00,flxout_d01_20220121_050000.nc,20,0.9910932203389832,True,False
2022-01-22 03:00:00,flxout_d01_20220121_050000.nc,21,0.4961586206896552,False,False
2022-01-22 04:00:00,flxout_d01_20220121_050000.nc,22,0.2736,False,False
2022-01-22 05:00:00,flxout_d01_20220121_050000.nc,23,0.2598440677966102,False,False
2022-01-22 06:00:00,flxout_d01_20220122_050000.nc,0,0.2625,False,False
2022-01-22 07:00:00,flxout_d01_20220122_050000.nc,1,0.2713542372881356,False,False
2022-01-22 08:00:00,flxout_d01_20220122_050000.nc,2,0.2715779661016949,False,False
2022-01-22 09:00:00,flxout_d01_20220122_050000.nc,3,0.3383847457627119,False,False
2022-01-22 10:00:00,flxout_d01_20220122_050000.nc,4,0.6290406779661016,False,False
2022-01-22 11:00:00,flxout_d01_20220122_050000.nc,5,0.9079915254237289,False,False
2022-01-22 12:00:00,flxout_d01_20220122_050000.nc,6,0.6172406779661017,False,False
2022-01-22 13:00:00,flxout_d01_20220122_050000.nc,7,0.7006525423728814,False,False
2022-01-22 14:00:00,flxout_d01_20220122_050000.nc,8,0.6866237288135594,False,False
2022-01-22 15:00:00,flxout_d01_20220122_050000.nc,9,0.4797881355932204,False,False
2022-01-22 16:00:00,flxout_d01_20220122_050000.nc,10,0.4551474576271187,False,False
2022-01-22 17:00:00,flxout_d01_20220122_050000.nc,11,0.7293305084745764,False,False
2022-01-22 18:00:00,flxout_d01_20220122_050000.nc,12,0.6472457627118644,False,False
2022-01-22 19:00:00,flxout_d01_20220122_050000.nc,13,0.5880593220338983,False,False
2022-01-22 20:00:00,flxout_d01_20220122_050000.nc,14,0.7192016949152543,False,False
2022-01-22 21:00:00,flxout_d01_20220122_050000.nc,15,0.7579050847457627,False,False
2022-01-22 22:00:00,flxout_d01_20220122_050000.nc,16,0.704557627118644,False,False
2022-01-22 23:00:00,flxout_d01_20220122_050000.nc,17,0.6984474576271186,False,False
2022-01-23 00:00:00,flxout_d01_20220122_050000.nc,18,0.7576983050847458,False,False
2022-01-23 01:00:00,flxout_d01_20220122_050000.nc,19,0.777922033898305,False,False
2022-01-23 02:00:00,flxout_d01_20220122_050000.nc,20,0.7463677966101695,False,False
2022-01-23 03:00:00,flxout_d01_20220122_050000.nc,21,0.5872389830508475,False,False
2022-01-23 04:00:00,flxout_d01_20220122_050000.nc,22,0.3329847457627119,False,False
2022-01-23 05:00:00,flxout_d01_20220122_050000.nc,23,0.2295084745762712,False,False
2022-01-23 06:00:00,flxout_d01_20220123_050000.nc,0,0.1780254237288136,False,False
2022-01-23 07:00:00,flxout_d01_20220123_050000.nc,1,0.1573152542372881,False,True
2022-01-23 08:00:00,flxout_d01_20220123_050000.nc,2,0.1714983050847458,False,False
2022-01-23 09:00:00,flxout_d01_20220123_050000.nc,3,0.3689084745762712,False,False
2022-01-23 10:00:00,flxout_d01_20220123_050000.nc,4,0.2946779661016949,False,False
2022-01-23 11:00:00,flxout_d01_20220123_050000.nc,5,0.3306220338983051,False,False
2022-01-23 12:00:00,flxout_d01_20220123_050000.nc,6,0.4041813559322034,False,False
2022-01-23 13:00:00,flxout_d01_20220123_050000.nc,7,0.6222033898305085,False,False
2022-01-23 14:00:00,flxout_d01_20220123_050000.nc,8,0.6471186440677966,False,False
2022-01-23 15:00:00,flxout_d01_20220123_050000.nc,9,0.7591694915254237,False,False
2022-01-23 16:00:00,flxout_d01_20220123_050000.nc,10,1.298038983050847,True,False
2022-01-23 17:00:00,flxout_d01_20220123_050000.nc,11,1.418940677966102,True,False
2022-01-23 18:00:00,flxout_d01_20220123_050000.nc,12,1.169120338983051,True,False
2022-01-23 19:00:00,flxout_d01_20220123_050000.nc,13,1.309513559322034,True,False
2022-01-23 20:00:00,flxout_d01_20220123_050000.nc,14,1.114591525423729,True,False
2022-01-23 21:00:00,flxout_d01_20220123_050000.nc,15,0.8055035714285713,False,False
2022-01-23 22:00:00,flxout_d01_20220123_050000.nc,16,0.6322603448275863,False,False
2022-01-23 23:00:00,flxout_d01_20220123_050000.nc,17,0.4786275862068965,False,False
2022-01-24 00:00:00,flxout_d01_20220123_050000.nc,18,0.239364406779661,False,False
2022-01-24 01:00:00,flxout_d01_20220123_050000.nc,19,0.200164406779661,False,False
2022-01-24 02:00:00,flxout_d01_20220123_050000.nc,20,0.2310186440677966,False,False
2022-01-24 03:00:00,flxout_d01_20220123_050000.nc,21,0.2577033898305084,False,False
2022-01-24 04:00:00,flxout_d01_20220123_050000.nc,22,0.2022115384615385,False,False
2022-01-24 05:00:00,flxout_d01_20220123_050000.nc,23,,False,False
2022-01-24 06:00:00,flxout_d01_20220124_050000.nc,0,,False,False
2022-01-24 07:00:00,flxout_d01_20220124_050000.nc,1,0.2139714285714286,False,False
2022-01-24 08:00:00,flxout_d01_20220124_050000.nc,2,0.2452084745762712,False,False
2022-01-24 09:00:00,flxout_d01_20220124_050000.nc,3,0.2034423728813559,False,False
2022-01-24 10:00:00,flxout_d01_20220124_050000.nc,4,0.1189847457627119,False,True
2022-01-24 11:00:00,flxout_d01_20220124_050000.nc,5,0.1419237288135593,False,True
2022-01-24 12:00:00,flxout_d01_20220124_050000.nc,6,0.2045322033898305,False,False
2022-01-24 13:00:00,flxout_d01_20220124_050000.nc,7,0.6641101694915253,False,False
2022-01-24 14:00:00,flxout_d01_20220124_050000.nc,8,0.8679491525423729,False,False
2022-01-24 15:00:00,flxout_d01_20220124_050000.nc,9,0.9398254237288136,False,False
2022-01-24 16:00:00,flxout_d01_20220124_050000.nc,10,0.4175508474576271,False,False
2022-01-24 17:00:00,flxout_d01_20220124_050000.nc,11,0.6005983050847458,False,False
2022-01-24 18:00:00,flxout_d01_20220124_050000.nc,12,0.8263186440677966,False,False
2022-01-24 19:00:00,flxout_d01_20220124_050000.nc,13,1.04681186440678,True,False
2022-01-24 20:00:00,flxout_d01_20220124_050000.nc,14,1.135849152542373,True,False
2022-01-24 21:00:00,flxout_d01_20220124_050000.nc,15,0.8993932203389831,False,False
2022-01-24 22:00:00,flxout_d01_20220124_050000.nc,16,0.4941711864406779,False,False
2022-01-24 23:00:00,flxout_d01_20220124_050000.nc,17,0.5436305084745763,False,False
2022-01-25 00:00:00,flxout_d01_20220124_050000.nc,18,0.669564406779661,False,False
2022-01-25 01:00:00,flxout_d01_20220124_050000.nc,19,0.4941982758620689,False,False
2022-01-25 02:00:00,flxout_d01_20220124_050000.nc,20,0.242757627118644,False,False
2022-01-25 03:00:00,flxout_d01_20220124_050000.nc,21,0.2212186440677966,False,False
2022-01-25 04:00:00,flxout_d01_20220124_050000.nc,22,0.2171559322033898,False,False
2022-01-25 05:00:00,flxout_d01_20220124_050000.nc,23,0.2027271186440678,False,False
2022-01-25 06:00:00,flxout_d01_20220125_050000.nc,0,0.2000152542372881,False,False
2022-01-25 07:00:00,flxout_d01_20220125_050000.nc,1,0.174606779661017,False,False
2022-01-25 08:00:00,flxout_d01_20220125_050000.nc,2,0.1477559322033898,False,True
2022-01-25 09:00:00,flxout_d01_20220125_050000.nc,3,0.110371186440678,False,True
2022-01-25 10:00:00,flxout_d01_20220125_050000.nc,4,0.1316694915254237,False,True
2022-01-25 11:00:00,flxout_d01_20220125_050000.nc,5,0.1427864406779661,False,True
2022-01-25 12:00:00,flxout_d01_20220125_050000.nc,6,0.1367694915254237,False,True
2022-01-25 13:00:00,flxout_d01_20220125_050000.nc,7,0.1475067796610169,False,True
2022-01-25 14:00:00,flxout_d01_20220125_050000.nc,8,0.1565677966101695,False,True
2022-01-25 15:00:00,flxout_d01_20220125_050000.nc,9,0.2386881355932203,False,False
2022-01-25 16:00:00,flxout_d01_20220125_050000.nc,10,0.2211610169491526,False,False
2022-01-25 17:00:00,flxout_d01_20220125_050000.nc,11,0.342335593220339,False,False
2022-01-25 18:00:00,flxout_d01_20220125_050000.nc,12,0.5595915254237288,False,False
2022-01-25 19:00:00,flxout_d01_20220125_050000.nc,13,0.4231576271186441,False,False
